"","id","status","address","address_google","location_type","pnt"
"793",748,"ZERO_RESULTS","Lobo",NA,NA,c(NA, NA)
"794",749,"OK","Loboc","Loboc, Bohol, Philippines","APPROXIMATE",c(124.0307246, 9.6581656)
"795",750,"OK","Looc (OM)","Looc, Mandaue City, Cebu, Philippines","APPROXIMATE",c(123.9485215, 10.3213511)
"796",751,"OK","Looc (RN)","Looc, Mandaue City, Cebu, Philippines","APPROXIMATE",c(123.9485215, 10.3213511)
"797",752,"ZERO_RESULTS","Loon",NA,NA,c(NA, NA)
"798",753,"ZERO_RESULTS","Lope De Vega",NA,NA,c(NA, NA)
"799",754,"ZERO_RESULTS","Lopez",NA,NA,c(NA, NA)
"800",755,"OK","Lopez Jaena","Lopez Jaena, Misamis Occidental, Philippines","APPROXIMATE",c(123.7503511, 8.5267241)
"801",756,"OK","Loreto (AS)","23880 Loreto, BCS, Mexico","APPROXIMATE",c(-111.3477531, 26.0117564)
"802",757,"OK","Loreto (DI)","23880 Loreto, BCS, Mexico","APPROXIMATE",c(-111.3477531, 26.0117564)
"803",758,"OK","Los Banos","Los Baños, Laguna, Philippines","APPROXIMATE",c(121.2440631, 14.1699121)
"804",759,"OK","Luba","Luba, Abra, Philippines","APPROXIMATE",c(120.6890055, 17.3141801)
"805",760,"OK","Lubang","Lubang Island, Philippines","APPROXIMATE",c(120.182022, 13.791472)
"806",761,"OK","Lubao","Lubao, Pampanga, Philippines","APPROXIMATE",c(120.5509358, 14.9021333)
"807",762,"OK","Lubuagan","Lubuagan, Kalinga, Philippines","APPROXIMATE",c(121.0105733, 17.3018126)
"808",763,"OK","Lucban","Lucban, Quezon, Philippines","APPROXIMATE",c(121.5598345, 14.1344459)
"809",764,"OK","Lucena","Lucena, Quezon, Philippines","APPROXIMATE",c(121.6234471, 13.9413957)
"810",765,"OK","Lugait","Lugait, Misamis Oriental, Philippines","APPROXIMATE",c(124.2754988, 8.3480149)
"811",766,"OK","Luisiana","Luisiana, Laguna, Philippines","APPROXIMATE",c(121.5255815, 14.190771)
"812",767,"OK","Lumba-Bayabao","Lumba - Bayabao, Lanao del Sur, Philippines","APPROXIMATE",c(124.4641848, 7.7821207)
"813",768,"OK","Lumban","Lumban, Laguna, Philippines","APPROXIMATE",c(121.4961581, 14.2956294)
"814",769,"OK","Lumbatan","Lumbatan, Lanao del Sur, Philippines","APPROXIMATE",c(124.2532741, 7.7552165)
"815",770,"OK","Lumbayanague","Lumbayanague, Lanao del Sur, Philippines","APPROXIMATE",c(124.2921637, 7.7747951)
"816",771,"ZERO_RESULTS","Luna (AO)",NA,NA,c(NA, NA)
"817",772,"ZERO_RESULTS","Luna (IA)",NA,NA,c(NA, NA)
"818",773,"OK","Luna (LU)","Ground Level, Bays 4 and 5, Campbells Cove, 7-27 Circular Quay W, The Rocks NSW 2000, Australia","ROOFTOP",c(151.2091906, -33.8569483)
"819",774,"OK","Lupao","Lupao, Nueva Ecija, Philippines","APPROXIMATE",c(120.9187827, 15.847683)
"820",775,"OK","Lupi","Lupi, Camarines Sur, Philippines","APPROXIMATE",c(122.8761309, 13.8582177)
"821",776,"OK","Lupon","Lupon, Davao Oriental, Philippines","APPROXIMATE",c(126.1766432, 7.1060001)
"822",777,"OK","Lutayan","Lutayan, Sultan Kudarat, Philippines","APPROXIMATE",c(124.8844867, 6.5967939)
"823",778,"OK","Ma-Ayon","Ma-ayon, Capiz, Philippines","APPROXIMATE",c(122.831015, 11.3438775)
"824",779,"OK","Maasim","Maasim, Sarangani, Philippines","APPROXIMATE",c(124.994751, 5.9267175)
"825",780,"OK","Maasin (IO)","Maasin City, Southern Leyte, Philippines","APPROXIMATE",c(124.8403408, 10.1653546)
"826",781,"OK","Maasin (SL)","Maasin City, Southern Leyte, Philippines","APPROXIMATE",c(124.8403408, 10.1653546)
"827",782,"OK","Mabalacat","Mabalacat, Pampanga, Philippines","APPROXIMATE",c(120.5744387, 15.2228709)
"828",783,"OK","Mabinay","Mabinay, Negros Oriental, Philippines","APPROXIMATE",c(122.9437667, 9.7488302)
"829",784,"ZERO_RESULTS","Mabini (BL)",NA,NA,c(NA, NA)
"830",785,"OK","Mabini (BS)","4X85+8WF, Gov Panotes Ave, Daet, 4600 Camarines Norte, Philippines","GEOMETRIC_CENTER",c(122.9597883, 14.1158041)
"831",786,"ZERO_RESULTS","Mabini (CV)",NA,NA,c(NA, NA)
"832",787,"ZERO_RESULTS","Mabini (PS)",NA,NA,c(NA, NA)
"833",788,"OK","Mabitac","Mabitac, Laguna, Philippines","APPROXIMATE",c(121.4113308, 14.433825)
"834",789,"OK","Mabuhay","Mabuhay, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.9099545, 7.3890406)
"835",790,"OK","Macabebe","Macabebe, Pampanga, Philippines","APPROXIMATE",c(120.6775054, 14.9147324)
"836",791,"OK","Macalelon","Macalelon, Quezon, Philippines","APPROXIMATE",c(122.1859572, 13.767401)
"837",792,"ZERO_RESULTS","Macarthur",NA,NA,c(NA, NA)
"838",793,"OK","Maco","Maco, Compostela Valley, Philippines","APPROXIMATE",c(125.8579857, 7.359251)
"839",794,"OK","Maconacon","Maconacon, Isabela, Philippines","APPROXIMATE",c(122.1064668, 17.362137)
"840",795,"OK","Macrohon","Macrohon, Southern Leyte, Philippines","APPROXIMATE",c(124.9513384, 10.0643286)
"841",796,"OK","Madalag","Madalag, Aklan, Philippines","APPROXIMATE",c(122.1973081, 11.4617735)
"842",797,"OK","Madalum","Madalum, Lanao del Sur, Philippines","APPROXIMATE",c(124.1031133, 7.8755241)
"843",798,"OK","Madamba","Madamba, Lanao del Sur, Philippines","APPROXIMATE",c(124.0752783, 7.8641537)
"844",799,"OK","Maddela","Maddela, Quirino, Philippines","APPROXIMATE",c(121.7879244, 16.332553)
"845",800,"OK","Madrid","Madrid, Spain","APPROXIMATE",c(-3.7037902, 40.4167754)
"846",801,"OK","Madridejos","Madridejos, Cebu, Philippines","APPROXIMATE",c(123.7350084, 11.2641918)
"847",802,"OK","Magalang","Magalang, Pampanga, Philippines","APPROXIMATE",c(120.6775054, 15.2480028)
"848",803,"ZERO_RESULTS","Magallanes (AN)",NA,NA,c(NA, NA)
"849",804,"ZERO_RESULTS","Magallanes (CE)",NA,NA,c(NA, NA)
"850",805,"OK","Magallanes (SO)","Magallanes, Cavite, Philippines","APPROXIMATE",c(120.7464897, 14.158284)
"855",806,"OK","Magarao","Magarao, Camarines Sur, Philippines","APPROXIMATE",c(123.1632665, 13.6685793)
"856",807,"ZERO_RESULTS","Magdalena",NA,NA,c(NA, NA)
"857",808,"OK","Magdiwang","Magdiwang, Romblon, Philippines","APPROXIMATE",c(122.5259596, 12.4673942)
"858",809,"OK","Magpet","Magpet, Cotabato, Philippines","APPROXIMATE",c(125.1708741, 7.1331999)
"860",810,"ZERO_RESULTS","Magsaysay (DS)",NA,NA,c(NA, NA)
"861",811,"ZERO_RESULTS","Magsaysay (LN)",NA,NA,c(NA, NA)
"862",812,"ZERO_RESULTS","Magsaysay (MO)",NA,NA,c(NA, NA)
"863",813,"ZERO_RESULTS","Magsaysay (OM)",NA,NA,c(NA, NA)
"864",814,"ZERO_RESULTS","Magsaysay (PN)",NA,NA,c(NA, NA)
"865",815,"OK","Magsingal","Magsingal, Ilocos Sur, Philippines","APPROXIMATE",c(120.447285, 17.6830987)
"866",816,"OK","Maguing","Maguing, Lanao del Sur, Philippines","APPROXIMATE",c(124.5306837, 7.9053318)
"867",817,"OK","Mahaplag","Mahaplag, Leyte, Philippines","APPROXIMATE",c(124.9664732, 10.6122717)
"868",818,"OK","Mahatao","Mahatao, Batanes, Philippines","APPROXIMATE",c(121.9529992, 20.4051561)
"869",819,"OK","Mahayag","Mahayag, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.4513107, 8.0941532)
"870",820,"OK","Mahinog","Mahinog, Camiguin, Philippines","APPROXIMATE",c(124.7630307, 9.1601852)
"871",821,"OK","Maigo","Maigo, Lanao del Norte, Philippines","APPROXIMATE",c(123.986149, 8.1144279)
"872",822,"OK","Mainit","Mainit, Surigao del Norte, Philippines","APPROXIMATE",c(125.5000999, 9.5566281)
"873",823,"OK","Maitum","Maitum, Sarangani, Philippines","APPROXIMATE",c(124.4863567, 6.1240808)
"874",824,"OK","Majayjay","Majayjay, Laguna, Philippines","APPROXIMATE",c(121.4722813, 14.1446723)
"875",825,"OK","Makati","Makati, Metro Manila, Philippines","APPROXIMATE",c(121.0244452, 14.554729)
"876",826,"OK","Makato","Makato, Aklan, Philippines","APPROXIMATE",c(122.2767313, 11.7006146)
"877",827,"OK","Makilala","Makilala, Cotabato, Philippines","APPROXIMATE",c(125.0828588, 6.9234317)
"878",828,"OK","Malabang","Malabang, Lanao del Sur, Philippines","APPROXIMATE",c(124.0728399, 7.5932005)
"879",829,"OK","Malabon","Malabon, Metro Manila, Philippines","APPROXIMATE",c(120.9658454, 14.6680747)
"880",830,"OK","Malabuyoc","Malabuyoc, Cebu, Philippines","APPROXIMATE",c(123.3710571, 9.6446914)
"881",831,"OK","Malalag","Malalag, Davao del Sur, Philippines","APPROXIMATE",c(125.2587964, 6.5489443)
"882",832,"OK","Malangas","Malangas, Zamboanga Sibugay, Philippines","APPROXIMATE",c(123.000095, 7.6240223)
"883",833,"OK","Malapatan","Malapatan, Sarangani, Philippines","APPROXIMATE",c(125.2853778, 5.9663386)
"884",834,"OK","Malasiqui","Malasiqui, Pangasinan, Philippines","APPROXIMATE",c(120.4588059, 15.9195445)
"885",835,"ZERO_RESULTS","Malay",NA,NA,c(NA, NA)
"886",836,"OK","Malaybalay","Malaybalay, Bukidnon, Philippines","APPROXIMATE",c(125.1320927, 8.1478579)
"887",837,"OK","Malibcong","Malibcong, Abra, Philippines","APPROXIMATE",c(121.0105733, 17.5969743)
"888",838,"OK","Malilipot","Malilipot, Albay, Philippines","APPROXIMATE",c(123.7182415, 13.299305)
"889",839,"OK","Malimono","Malimono, Surigao del Norte, Philippines","APPROXIMATE",c(125.4233987, 9.5749836)
"890",840,"OK","Malinao (AK)","Malinao, Albay, Philippines","APPROXIMATE",c(123.6399562, 13.3810615)
"891",841,"OK","Malinao (AY)","Malinao, Albay, Philippines","APPROXIMATE",c(123.6399562, 13.3810615)
"892",842,"OK","Malita","Malita, Davao del Sur, Philippines","APPROXIMATE",c(125.5815927, 6.3843023)
"893",843,"OK","Malitbog (BK)","Malitbog, Bukidnon, Philippines","APPROXIMATE",c(124.9727096, 8.5297806)
"894",844,"OK","Malitbog (SL)","Malitbog, Bukidnon, Philippines","APPROXIMATE",c(124.9727096, 8.5297806)
"895",845,"OK","Mallig","Mallig, Isabela, Philippines","APPROXIMATE",c(121.6054893, 17.1993375)
"896",846,"OK","Malolos","Malolos, Bulacan, Philippines","APPROXIMATE",c(120.8160376, 14.8527393)
"897",847,"OK","Malungon","Malungon, Sarangani, Philippines","APPROXIMATE",c(125.2587964, 6.3343032)
"898",848,"OK","Maluso","Maluso, Basilan, Philippines","APPROXIMATE",c(121.8904136, 6.5379641)
"899",849,"OK","Malvar","Malvar, Batangas, Philippines","APPROXIMATE",c(121.1587269, 14.0432759)
"900",850,"OK","Mamasapano","Mamasapano, Maguindanao, Philippines","APPROXIMATE",c(124.519604, 6.9431397)
"901",851,"OK","Mambajao","Mambajao, Camiguin, Philippines","APPROXIMATE",c(124.7077665, 9.2321675)
"902",852,"OK","Mamburao","Mamburao, Occidental Mindoro, Philippines","APPROXIMATE",c(120.6204892, 13.2681778)
"903",853,"OK","Mambusao","Mambusao, Capiz, Philippines","APPROXIMATE",c(122.593828, 11.4425704)
"904",854,"OK","Manabo","Manabo, Abra, Philippines","APPROXIMATE",c(120.734995, 17.390888)
"905",855,"OK","Manaoag","Manaoag, Pangasinan, Philippines","APPROXIMATE",c(120.4933624, 16.0506178)
"906",856,"OK","Manapla","Manapla, Negros Occidental, Philippines","APPROXIMATE",c(123.1463992, 10.9119601)
"907",857,"OK","Manay","Manay, Davao Oriental, Philippines","APPROXIMATE",c(126.4580775, 7.2163459)
"908",858,"OK","Mandaluyong","Mandaluyong, Metro Manila, Philippines","APPROXIMATE",c(121.0359174, 14.5794443)
"909",859,"OK","Mandaon","Mandaon, Masbate, Philippines","APPROXIMATE",c(123.3037143, 12.292135)
"910",860,"OK","Mandaue","Mandaue City, Cebu, Philippines","APPROXIMATE",c(123.9357136, 10.3321417)
"911",861,"OK","Mangaldan","Mangaldan, Pangasinan, Philippines","APPROXIMATE",c(120.4011911, 16.0650193)
"912",862,"OK","Mangatarem","Mangatarem, Pangasinan, Philippines","APPROXIMATE",c(120.2974199, 15.7554816)
"913",863,"OK","Mangudadatu","Mangudadatu, Maguindanao, Philippines","APPROXIMATE",c(124.8293008, 6.7003903)
"914",864,"OK","Manila","Manila, Metro Manila, Philippines","APPROXIMATE",c(120.9842195, 14.5995124)
"915",865,"OK","Manito","Manito, Albay, Philippines","APPROXIMATE",c(123.8634544, 13.0681235)
"916",866,"OK","Manjuyod","Manjuyod, Negros Oriental, Philippines","APPROXIMATE",c(123.1014056, 9.6739192)
"917",867,"OK","Mankayan","Mankayan, Benguet, Philippines","APPROXIMATE",c(120.7809676, 16.8770346)
"918",868,"OK","Manolo Fortich","Manolo Fortich, Bukidnon, Philippines","APPROXIMATE",c(124.8844867, 8.3900193)
"919",869,"OK","Mansalay","Mansalay, Oriental Mindoro, Philippines","APPROXIMATE",c(121.438851, 12.520154)
"920",870,"OK","Manticao","Manticao, Misamis Oriental, Philippines","APPROXIMATE",c(124.3532417, 8.3683953)
"921",871,"OK","Manukan","Manukan, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.1014056, 8.4517275)
"922",872,"OK","Mapanas","Mapanas, Northern Samar, Philippines","APPROXIMATE",c(125.2368246, 12.4695163)
"923",873,"OK","Mapandan","Mapandan, Pangasinan, Philippines","APPROXIMATE",c(120.464566, 16.0183677)
"924",874,"OK","Mapun","Mapun, Tawi-Tawi, Philippines","APPROXIMATE",c(118.4747173, 6.9970293)
"925",875,"OK","Marabut","Marabut, Samar, Philippines","APPROXIMATE",c(125.1928634, 11.2329465)
"926",876,"OK","Maragondon","Maragondon, Cavite, Philippines","APPROXIMATE",c(120.734995, 14.2529507)
"927",877,"OK","Maragusan","Maragusan, Compostela Valley, Philippines","APPROXIMATE",c(126.1545404, 7.3521887)
"928",878,"OK","Maramag","Maramag, Bukidnon, Philippines","APPROXIMATE",c(124.9727096, 7.7900995)
"929",879,"OK","Marantao","Marantao, Lanao del Sur, Philippines","APPROXIMATE",c(124.1865669, 7.9653062)
"930",880,"OK","Marawi","Marawi City, Lanao del Sur, Philippines","APPROXIMATE",c(124.297718, 8.0106213)
"931",881,"ZERO_RESULTS","Marcos",NA,NA,c(NA, NA)
"932",882,"OK","Margosatubig","Margosatubig, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.1801309, 7.5713219)
"933",883,"ZERO_RESULTS","Maria",NA,NA,c(NA, NA)
"934",884,"OK","Maria Aurora","Maria Aurora, Aurora, Philippines","APPROXIMATE",c(121.4594947, 15.801574)
"935",885,"OK","Maribojoc","Maribojoc, Bohol, Philippines","APPROXIMATE",c(123.8522923, 9.7546244)
"936",886,"OK","Marihatag","Marihatag, Surigao del Sur, Philippines","APPROXIMATE",c(126.0675952, 8.7842062)
"937",887,"OK","Marikina","Marikina, Metro Manila, Philippines","APPROXIMATE",c(121.1028546, 14.65073)
"938",888,"OK","Marilao","Marilao, Bulacan, Philippines","APPROXIMATE",c(120.9587298, 14.7717576)
"939",889,"OK","Maripipi","Maripipi, Biliran, Philippines","APPROXIMATE",c(124.3199316, 11.7884869)
"940",890,"OK","Mariveles","Mariveles, Bataan, Philippines","APPROXIMATE",c(120.5048792, 14.4929411)
"941",891,"OK","Marogong","Marogong, Lanao del Sur, Philippines","APPROXIMATE",c(124.1754442, 7.6051002)
"942",892,"OK","Masantol","Masantol, Pampanga, Philippines","APPROXIMATE",c(120.6775054, 14.8523369)
"943",893,"OK","Masbate","Masbate City, Masbate, Philippines","APPROXIMATE",c(123.5504076, 12.3574346)
"945",894,"OK","Masinloc","Masinloc, Zambales, Philippines","APPROXIMATE",c(119.9608002, 15.5285527)
"946",895,"OK","Masiu","Masiu, Lanao del Sur, Philippines","APPROXIMATE",c(124.3254842, 7.8087467)
"947",896,"OK","Maslog","Maslog, Eastern Samar, Philippines","APPROXIMATE",c(125.1928634, 12.1246408)
"948",897,"OK","Mataasnakahoy","Mataas Na Kahoy, Batangas, Philippines","APPROXIMATE",c(121.0965637, 13.9799515)
"949",898,"OK","Matag-Ob","Matag-ob, Leyte, Philippines","APPROXIMATE",c(124.4752715, 11.124907)
"950",899,"OK","Matalam","Matalam, Cotabato, Philippines","APPROXIMATE",c(124.9286096, 7.2087534)
"951",900,"OK","Matalom","Matalom, Leyte, Philippines","APPROXIMATE",c(124.7961722, 10.2470975)
"952",901,"OK","Matanao","Matanao, Davao del Sur, Philippines","APPROXIMATE",c(125.2381713, 6.7525856)
"953",902,"OK","Matanog","Matanog, Maguindanao, Philippines","APPROXIMATE",c(124.2532741, 7.4599311)
"954",903,"OK","Mati","Mati, Davao Oriental, Philippines","APPROXIMATE",c(126.2173124, 6.9521675)
"955",904,"OK","Matnog","Matnog, Sorsogon, Philippines","APPROXIMATE",c(124.0577755, 12.6077499)
"956",905,"OK","Matuguinao","Matuguinao, Samar, Philippines","APPROXIMATE",c(124.9727096, 12.1955083)
"957",906,"OK","Matungao","Matungao, Lanao del Norte, Philippines","APPROXIMATE",c(124.1643201, 8.1162301)
"958",907,"OK","Mauban","Mauban, Quezon, Philippines","APPROXIMATE",c(121.7062391, 14.1807733)
"959",908,"OK","Mawab","Mawab, Compostela Valley, Philippines","APPROXIMATE",c(125.958777, 7.4968622)
"961",909,"OK","Mayantoc","Mayantoc, Tarlac, Philippines","APPROXIMATE",c(120.3204873, 15.5632012)
"962",910,"OK","Maydolong","Maydolong, Eastern Samar, Philippines","APPROXIMATE",c(125.3246769, 11.4465154)
"963",911,"OK","Mayorga","47680 Mayorga, Valladolid, Spain","APPROXIMATE",c(-5.2645259, 42.1662402)
"964",912,"OK","Mayoyao","Mayoyao, Ifugao, Philippines","APPROXIMATE",c(121.2168466, 16.9513131)
"965",913,"OK","Medellin","Medellín, Medellin, Antioquia, Colombia","APPROXIMATE",c(-75.5658153, 6.2476376)
"966",914,"OK","Medina","Medina Saudi Arabia","APPROXIMATE",c(39.5691841, 24.5246542)
"967",915,"OK","Mendez","Mendez (Mendez-Nunez), Cavite, Philippines","APPROXIMATE",c(120.9015642, 14.1311947)
"968",916,"ZERO_RESULTS","Mercedes",NA,NA,c(NA, NA)
"969",917,"OK","Mercedes (ES)","Spain","APPROXIMATE",c(-3.74922, 40.463667)
"970",918,"ZERO_RESULTS","Merida",NA,NA,c(NA, NA)
"971",919,"OK","Mexico","Mexico","APPROXIMATE",c(-102.552784, 23.634501)
"972",920,"OK","Meycauayan","Meycauayan, Bulacan, Philippines","APPROXIMATE",c(120.9739288, 14.7498856)
"973",921,"OK","Miag-ao","Miagao, Iloilo, Philippines","APPROXIMATE",c(122.1973081, 10.6705468)
"974",922,"OK","Midsalip","Midsalip, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.2363246, 8.0246226)
"975",923,"OK","Midsayap","Midsayap, Cotabato, Philippines","APPROXIMATE",c(124.5306837, 7.133551)
"976",924,"OK","Milagros","Milagros, Masbate, Philippines","APPROXIMATE",c(123.5056016, 12.2446462)
"977",925,"OK","Milaor","Milaor, Camarines Sur, Philippines","APPROXIMATE",c(123.1745097, 13.5963401)
"978",926,"ZERO_RESULTS","Mina",NA,NA,c(NA, NA)
"979",927,"OK","Minalabac","Minalabac, Camarines Sur, Philippines","APPROXIMATE",c(123.1913722, 13.5283608)
"980",928,"OK","Minalin","Minalin, Pampanga, Philippines","APPROXIMATE",c(120.7005044, 14.9529427)
"981",929,"OK","Minglanilla","Minglanilla, Cebu, Philippines","APPROXIMATE",c(123.7889922, 10.2433023)
"982",930,"OK","Mlang","M'lang, Cotabato, Philippines","APPROXIMATE",c(124.906551, 6.938217)
"983",931,"OK","Moalboal","Moalboal, Cebu, Philippines","APPROXIMATE",c(123.4007598, 9.9556609)
"984",932,"OK","Mobo","Mobo, Masbate, Philippines","APPROXIMATE",c(123.6399562, 12.2657693)
"985",933,"OK","Mogpog","Mogpog, Marinduque, Philippines","APPROXIMATE",c(121.8790306, 13.516225)
"986",934,"OK","Moises Padilla","Moises Padilla, Negros Occidental, Philippines","APPROXIMATE",c(123.0758127, 10.2703731)
"987",935,"OK","Molave","Molave, Zamboanga del Sur, Philippines","APPROXIMATE",c(123.4943968, 8.1041862)
"988",936,"OK","Moncada","Moncada, Tarlac, Philippines","APPROXIMATE",c(120.5726786, 15.7325056)
"989",937,"OK","Mondragon","20500 Arrasate, Gipuzkoa, Spain","APPROXIMATE",c(-2.4902081, 43.0648865)
"990",938,"OK","Monkayo","Monkayo, Compostela Valley, Philippines","APPROXIMATE",c(126.0458437, 7.8514488)
"992",939,"OK","Monreal","Monreal, Masbate, Philippines","APPROXIMATE",c(123.6399562, 12.6228602)
"994",940,"OK","Montevista","Montevista, Compostela Valley, Philippines","APPROXIMATE",c(125.9805528, 7.6942174)
"995",941,"OK","Morong (BN)","Morong, Bataan, Philippines","APPROXIMATE",c(120.3060025, 14.7188504)
"996",942,"OK","Morong (RL)","Morong, Bataan, Philippines","APPROXIMATE",c(120.3060025, 14.7188504)
"997",943,"OK","Motiong","Motiong, Samar, Philippines","APPROXIMATE",c(125.0278022, 11.8464315)
"998",944,"OK","Mulanay","Mulanay, Quezon, Philippines","APPROXIMATE",c(122.4693688, 13.5130753)
"999",945,"OK","Mulondo","Mulondo, Lanao del Sur, Philippines","APPROXIMATE",c(124.3689522, 7.9216138)
"1000",946,"OK","Munai","Munai, Lanao del Norte, Philippines","APPROXIMATE",c(124.0864133, 7.9467365)
"1002",947,"OK","Muntinlupa","Muntinlupa, Metro Manila, Philippines","APPROXIMATE",c(121.0414667, 14.4081327)
"1003",948,"OK","Murcia","Murcia, Negros Occidental, Philippines","APPROXIMATE",c(123.1014056, 10.5656309)
"1006",949,"OK","Mutia","Mutia, Zamboanga del Norte, Philippines","APPROXIMATE",c(123.5168051, 8.3838876)
"1007",950,"OK","Naawan","Naawan, Misamis Oriental, Philippines","APPROXIMATE",c(124.3421397, 8.4348761)
"1008",951,"OK","Nabas","Nabas, Aklan, Philippines","APPROXIMATE",c(122.026918, 11.8517124)
"1009",952,"OK","Nabua","Nabua, Camarines Sur, Philippines","APPROXIMATE",c(123.3373916, 13.3960698)
"1010",953,"OK","Nabunturan","Nabunturan, Compostela Valley, Philippines","APPROXIMATE",c(125.9805528, 7.5853685)
"1011",954,"OK","Naga (CS)","Naga, Camarines Sur, Philippines","APPROXIMATE",c(123.1948238, 13.6217753)
"1012",955,"OK","Naga (CU)","Naga, Camarines Sur, Philippines","APPROXIMATE",c(123.1948238, 13.6217753)
"1013",956,"ZERO_RESULTS","Naga (ZS)",NA,NA,c(NA, NA)
"1014",957,"OK","Nagbukel","Nagbukel, Ilocos Sur, Philippines","APPROXIMATE",c(120.5394232, 17.4345326)
"1015",958,"OK","Nagcarlan","Nagcarlan, Laguna, Philippines","APPROXIMATE",c(121.3884671, 14.1490291)
"1016",959,"OK","Nagtipunan","Nagtipunan, Quirino, Philippines","APPROXIMATE",c(121.6061042, 16.2205007)
"1017",960,"OK","Naguilian (IA)","Naguilian, La Union, Philippines","APPROXIMATE",c(120.4127161, 16.5156612)
"1018",961,"OK","Naguilian (LU)","Naguilian, La Union, Philippines","APPROXIMATE",c(120.4127161, 16.5156612)
"1019",962,"OK","Naic","Naic, Cavite, Philippines","APPROXIMATE",c(120.792458, 14.2964865)
"1020",963,"OK","Nampicuan","Nampicuan, Nueva Ecija, Philippines","APPROXIMATE",c(120.6545022, 15.711115)
"1021",964,"ZERO_RESULTS","Narra",NA,NA,c(NA, NA)
"1022",965,"OK","Narvacan","Narvacan, Ilocos Sur, Philippines","APPROXIMATE",c(120.4933624, 17.463462)
"1023",966,"OK","Nasipit","Nasipit, Agusan Del Norte, Philippines","APPROXIMATE",c(125.3518224, 8.9714897)
"1024",967,"OK","Nasugbu","Nasugbu, Batangas, Philippines","APPROXIMATE",c(120.6890055, 14.0940383)
"1025",968,"OK","Natividad","Natividad, Pangasinan, Philippines","APPROXIMATE",c(120.8384093, 16.0382145)
"1026",969,"OK","Natonin","Natonin, Mountain Province, Philippines","APPROXIMATE",c(121.2855249, 17.1286233)
"1027",970,"OK","Naujan","Naujan, Oriental Mindoro, Philippines","APPROXIMATE",c(121.2397438, 13.2376219)
"1028",971,"ZERO_RESULTS","Naval",NA,NA,c(NA, NA)
"1029",972,"OK","Navotas","Navotas, Metro Manila, Philippines","APPROXIMATE",c(120.9350106, 14.6732182)
"1030",973,"OK","New Bataan","New Bataan, Compostela Valley, Philippines","APPROXIMATE",c(126.1403526, 7.554702)
"1031",974,"OK","New Corella","New Corella, Davao del Norte, Philippines","APPROXIMATE",c(125.8498078, 7.5977693)
"1032",975,"OK","New Lucena","New Lucena, Iloilo, Philippines","APPROXIMATE",c(122.5712101, 10.8729712)
"1033",976,"OK","New Washington","New Washington, Aklan, Philippines","APPROXIMATE",c(122.4127472, 11.643754)
"1034",977,"OK","Norala","Norala, South Cotabato, Philippines","APPROXIMATE",c(124.6648038, 6.5205908)
"1035",978,"OK","Northern Kabuntalan","Northern Kabuntalan, Maguindanao, Philippines","APPROXIMATE",c(124.4420073, 7.1776159)
"1036",979,"OK","Norzagaray","Norzagaray, Bulacan, Philippines","APPROXIMATE",c(121.1446143, 14.8744717)
"1037",980,"OK","Noveleta","Noveleta, Cavite, Philippines","APPROXIMATE",c(120.8801182, 14.4278929)
"1038",981,"OK","Nueva Era","Nueva Era, Ilocos Norte, Philippines","APPROXIMATE",c(120.734995, 17.9407858)
"1039",982,"OK","Nueva Valencia","Nueva Valencia, Guimaras, Philippines","APPROXIMATE",c(122.5598994, 10.4329226)
"1040",983,"OK","Numancia","Numancia, Aklan, Philippines","APPROXIMATE",c(122.3390936, 11.7176683)
"1041",984,"OK","Nunungan","Nunungan, Lanao del Norte, Philippines","APPROXIMATE",c(123.9303991, 7.8309326)
"1043",985,"OK","Oas","Oas, Albay, Philippines","APPROXIMATE",c(123.4159263, 13.1739119)
"1044",986,"OK","Obando","Obando, Bulacan, Philippines","APPROXIMATE",c(120.9253285, 14.7262727)
"1045",987,"OK","Ocampo","Ocampo, Camarines Sur, Philippines","APPROXIMATE",c(123.3710571, 13.5819842)
"1046",988,"OK","Odiongan","Odiongan, Romblon, Philippines","APPROXIMATE",c(122.0155491, 12.40467)
"1047",989,"OK","Olongapo","Olongapo, Zambales, Philippines","APPROXIMATE",c(120.2842023, 14.8386303)
"1048",990,"OK","Olutanga","Olutanga, Zamboanga Sibugay, Philippines","APPROXIMATE",c(122.8197329, 7.3405648)
"1049",991,"ZERO_RESULTS","Omar",NA,NA,c(NA, NA)
"1050",992,"OK","Opol","Opol, Misamis Oriental, Philippines","APPROXIMATE",c(124.519604, 8.4358992)
"1051",993,"OK","Orani","Orani, Bataan, Philippines","APPROXIMATE",c(120.4760853, 14.7933477)
"1052",994,"ZERO_RESULTS","Orion",NA,NA,c(NA, NA)
"1053",995,"OK","Ormoc","Ormoc, Leyte, Philippines","APPROXIMATE",c(124.6192702, 11.0384275)
"1054",996,"OK","Oroquieta","Oroquieta City, Misamis Occidental, Philippines","APPROXIMATE",c(123.8006496, 8.4595268)
"1055",997,"OK","Oslob","Oslob, Cebu, Philippines","APPROXIMATE",c(123.4159263, 9.5630395)
"1056",998,"OK","Oton","Oton, Iloilo, Philippines","APPROXIMATE",c(122.4562615, 10.7240176)
